Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,PCC NATURAL PCC EDMONDS,9803 Edmonds Way,Right Out Front,Edmonds,WA,98020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.791134,-122.36613,2026-02-24,187110,2026-02-24 02:18:20 UTC,,,,2021-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NOJO 1288 NOJO 5,1288 123rd Ave NE,,Bellevue,WA,98005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.621784,-122.175908,2026-02-24,187144,2026-02-24 02:08:57 UTC,,,,2021-04-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Celebration Center - Tesla Supercharger,32015 Pacific Highway South,,Federal Way,WA,98003,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,47.314888,-122.31487,2024-07-01,187166,2025-02-12 00:16:32 UTC,P,,,2021-03-22,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,VALLEY MED CTR NE GARAGE #1,3921 Talbot Rd S,Northeast Garage East side of building.,Renton,WA,98055,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.444946,-122.212785,2026-02-24,187310,2026-02-24 01:42:42 UTC,,,,2021-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Madison Pike WA3-141 ( Seattle, WA)",1300 E MADISON ST,,Seattle,WA,98122,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,47.61388,-122.31477,2026-02-24,187906,2026-02-24 04:30:53 UTC,,,,2021-04-23,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,St. Michael Medical Center - Pavilion Garage,1950 Myhre Rd,,Silverdale,WA,98383,,888-998-2546,E,,Public,24 hours daily,,,,,,10,,,Blink Network,https://blinkcharging.com,GPS,47.6583744,-122.6760529,2026-02-24,187971,2026-02-24 00:52:53 UTC,,,,2021-02-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,UP EV STATION STATION 1,4540 8th Ave NE,This station is available to the public. Overstay fees apply.,Seattle,WA,98105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.662815,-122.31902,2026-02-24,188009,2026-02-24 02:17:11 UTC,,,,2021-04-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"BoA Georgetown WA3-129 (Seattle, WA)",1112 S BAILEY ST,,Seattle,WA,98108,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,47.54795,-122.31837,2026-02-24,188130,2026-02-24 04:30:57 UTC,,,,2021-04-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Alley 24 East,221 Yale Avenue North,,Seattle,WA,98109,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,47.620214,-122.330658,2026-02-24,188151,2026-02-24 00:58:34 UTC,,,,2021-04-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$5.00/Hr Variable Parking Fee, $0.20/kWh Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY OF SEATAC CITY HALL 2,4800 S 188th St,,SeaTac,WA,98188,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.434028,-122.273262,2026-02-24,189107,2026-02-24 01:32:57 UTC,,,,2021-05-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Porch Swing Properties,610 Front St,,Lynden,WA,98264,,833-692-6787,E,,Public,24 hours daily,,,,,,1,,,AMPUP,https://ampup.io,200-9,48.942575,-122.455243,2022-10-11,189263,2023-02-14 15:54:11 UTC,P,,,2021-04-06,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,NONE,false,,,,,,,,LD,false,
ELEC,"The Outlet Collection ( Auburn, WA)",1101 Outlet Collection Way,,Auburn,WA,98001,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,47.29764,-122.24928,2026-02-24,189391,2026-02-24 04:30:17 UTC,,,,2021-05-08,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LINC SQUARE EXP LSS P2 98-99,424 104th Ave NE,Only for use by residents assigned Space 98 and Space 99 on garage level P2,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.614345,-122.200772,2026-02-24,190042,2026-02-24 01:27:07 UTC,,,,2021-05-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SAINT MARK'S SAINT MARKS,1245 10th Ave E,,Seattle,WA,98102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.63173,-122.32099,2026-02-24,190176,2026-02-24 02:20:15 UTC,,,,2021-05-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Ridgewood Corporate Square Building G,11900 NE 1st Street,,Bellevue,WA,98005,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,47.611519,-122.182197,2026-02-24,190533,2026-02-24 00:12:43 UTC,,,,2020-10-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Ridgewood Corporate Square Building D,220 120th Ave NE,,Bellevue,WA,98005,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,47.611815,-122.178134,2026-02-24,190534,2026-02-24 00:12:43 UTC,,,,2021-06-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 2196 (Port Angeles, WA)",3411 E KOLONELS WAY,,Port Angeles,WA,98362,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,48.10993,-123.36134,2026-02-24,190877,2026-02-24 04:30:30 UTC,,,,2021-06-10,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,The Society Hotel,210 N Cedar St,,Bingen,WA,98605,,509-774-4437,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Non-Networked,,GPS,45.714228,-121.461813,2025-07-03,190911,2026-02-02 23:16:24 UTC,P,,,2021-06-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,KIRKLAND LIBRARY DUAL 2,308 Kirkland Ave,,Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.675893,-122.203128,2026-02-24,191127,2026-02-24 01:26:45 UTC,,,,2021-06-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,KIRKLAND MARINA DUAL 2,52 Kirkland Ave,,Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.675556,-122.207383,2026-02-24,191128,2026-02-24 01:26:55 UTC,,,,2021-06-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,KIRKLAND LIBRARY SOUTH 1,308 Kirkland Ave,Just to the right of the garage entrance.,Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.675788,-122.202958,2026-02-24,191129,2026-02-24 01:27:45 UTC,,,,2021-06-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,KIRKLAND MARINA PARK 1,9 Lakeshore Plaza,Across from Marina Park,Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.675365,-122.2075,2026-02-24,191130,2026-02-24 01:27:47 UTC,,,,2021-06-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,KIRKLAND CITYHALL PUBLIC,123 5th Ave,North east side of City Hall,Kirkland,WA,98033,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.678476,-122.206806,2026-02-24,191131,2026-02-24 01:27:49 UTC,,,,2021-06-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Harvard Market,1425 Broadway,,Seattle,WA,98122,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,47.613498,-122.320931,2026-02-24,191223,2026-02-24 00:24:41 UTC,,,,2021-06-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,DC CORRIDOR ZOO OTTER L2-S1,601 N 59th St,Otter Lot,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.670285,-122.353765,2026-02-24,191238,2026-02-24 02:21:56 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DC CORRIDOR ZOO OTTER L2-D2,601 N 59th St,Otter Lot,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.670287,-122.353696,2026-02-24,191239,2026-02-24 02:21:56 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DC CORRIDOR ZOO OTTER L2-D1,601 N 59th St,Otter Lot,Seattle,WA,98103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.670292,-122.353627,2026-02-24,191240,2026-02-24 02:21:58 UTC,,,,2021-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"BoA Queen Anne WA3-154 (Seattle, WA)",100 W MERCER ST,,Seattle,WA,98119,,833-632-2778,E,,Public,24 hours daily,,,,,,,3,,Electrify America,https://www.electrifyamerica.com,GPS,47.62482,-122.35829,2026-02-24,191264,2026-02-24 04:31:05 UTC,,,,2021-06-21,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LC TRANSIT MELLEN ST. 1,12 Airport Rd,In north east corner of parking lot,Centralia,WA,98531,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,46.711331,-122.976491,2026-02-24,191438,2026-02-24 02:20:30 UTC,,,,2021-06-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LC TRANSIT MELLEN ST. 2,12 Airport Rd,In north east corner of parking lot,Centralia,WA,98531,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,46.711291,-122.976524,2026-02-24,191439,2026-02-24 02:20:30 UTC,,,,2021-06-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTH COVE PARK STATION 1,1812 Main St,,Lake Stevens,WA,98258,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,48.014624,-122.065442,2026-02-24,191499,2026-02-24 02:22:18 UTC,,,,2021-06-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Norland Trails,Northwest Advance Drive,,Poulsbo,WA,98370,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,47.7651883,-122.6573597,2026-02-24,191526,2026-02-24 00:57:29 UTC,,,,2021-05-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.75/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 2037 (Aberdeen, WA)",909 E Wishkah St,,Aberdeen,WA,98520,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,46.97642,-123.80708,2026-02-24,191770,2026-02-24 04:28:58 UTC,,,,2021-07-03,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Timber Ridge At Talus,100 Timber Ridge Way NW,,Issaquah,WA,98027,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,47.53129,-122.06573,2026-02-24,192654,2026-02-24 00:59:47 UTC,,,,2021-07-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Albertsons Safeway 1589 (Leavenworth, WA)",116 River Bend DR,,Leavenworth,WA,98826,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,47.59736,-120.64588,2026-02-24,192747,2026-02-24 04:29:12 UTC,,,,2021-07-12,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Wonderland Estates,14645 Maple Valley Hwy,,Renton,WA,98058,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,47.465678,-122.142289,2026-02-24,193046,2026-02-24 00:52:54 UTC,,,,2021-07-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,HOPEWORKS HOPEWORKS 1,3315 Broadway,,Everett,WA,98201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.97331,-122.201162,2026-02-24,193130,2026-02-24 01:48:51 UTC,,,,2021-07-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SMT Garage -700 5th Ave Seattle,700 5th Ave,,Seattle,WA,98104,,855-885-9571,E,,Public,24 hours daily,,,,,,6,,,OpConnect,https://opconnect-ev.com,GPS,47.60521,-122.32972,2026-02-24,193408,2026-02-24 04:37:24 UTC,,,,2021-07-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SMT Garage - 700 5th Ave Seattle- DC Fast Charger,700 5th Ave N,,Seattle,WA,98104,,855-885-9571,E,,Public,24 hours daily,,,,,,1,,,OpConnect,https://opconnect-ev.com,GPS,47.62606,-122.349,2026-02-24,193456,2026-02-24 04:37:24 UTC,,,,2021-08-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Everett Community College - Lot F,2000 Tower St Lot F,,Everett,WA,98201,,888-998-2546,E,,Public,24 hours daily,,,,,,6,,,Blink Network,https://blinkcharging.com,GPS,48.005854,-122.204166,2026-02-24,193457,2026-02-24 00:31:51 UTC,,,,2021-08-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,SEA41 SEA41 - 1,2133 7th Ave,Level P6,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616159,-122.340064,2026-02-24,193598,2026-02-24 01:30:43 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA40 - 5,2021 7th Ave,Level P2,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.615052,-122.338336,2026-02-24,193599,2026-02-24 01:35:51 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA40 - 6,2021 7th Ave,Level P2,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.614986,-122.338444,2026-02-24,193600,2026-02-24 01:35:52 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA40 - 3,2021 7th Ave,Level P6,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.61554,-122.338778,2026-02-24,193601,2026-02-24 01:35:52 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA40 - 4,2021 7th Ave,Level P2,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.615059,-122.338454,2026-02-24,193602,2026-02-24 01:35:52 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA40 - 2,2021 7th Ave,Level P6,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.615399,-122.338834,2026-02-24,193603,2026-02-24 01:35:52 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA40 - 1,2021 7th Ave,Level P6,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.615489,-122.338786,2026-02-24,193604,2026-02-24 01:35:52 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SEA41 SEA41 - 4,2121 7th Ave,Level P5,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616253,-122.340184,2026-02-24,193605,2026-02-24 01:36:01 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SEA41 SEA41 - 3,2121 7th Ave,Level P5,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616246,-122.340184,2026-02-24,193606,2026-02-24 01:36:02 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SEA41 SEA41 - 6,2121 7th Ave,Level P2,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616231,-122.340205,2026-02-24,193607,2026-02-24 01:36:02 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SEA41 SEA41 - 2,2121 7th Ave,Level P6,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616129,-122.340052,2026-02-24,193608,2026-02-24 01:36:02 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SEA41 SEA41 - 5,2121 7th Ave,Level P2,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616224,-122.340227,2026-02-24,193609,2026-02-24 01:36:03 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA25.26 - 1,550 Terry Ave N,Located Northwest corner of P1,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.623336,-122.336584,2026-02-24,193611,2026-02-24 01:39:48 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA25.26 - 2,550 Terry Ave N,Located in Northwest corner of P1,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.62334,-122.336589,2026-02-24,193612,2026-02-24 01:40:26 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA25.26 3,550 Terry Ave N,P1,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.623333,-122.336648,2026-02-24,193613,2026-02-24 01:40:49 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA25.26 - 4,550 Terry Ave N,P1 - ADA Stall,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.623327,-122.336677,2026-02-24,193614,2026-02-24 01:40:49 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA24 01,500 Boren Ave N.,P1,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.623442,-122.335352,2026-02-24,193615,2026-02-24 01:40:59 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA24 02,500 Boren Ave N,P2,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.623537,-122.335474,2026-02-24,193616,2026-02-24 01:41:09 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA20-22 001,440 Terry Ave N,"P2 Parking Garage, entrance from Republican St.",Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.622775,-122.336355,2026-02-24,193617,2026-02-24 01:41:17 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA20-22 002,440 Terry Ave N,"P2 Parking Garage, entrance from Republican St.",Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.622775,-122.336346,2026-02-24,193618,2026-02-24 01:41:17 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA20-22 004,440 Terry Ave N,"P2 level, Next to entrance/exit gates.Entrance from Republican Street.",Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.623027,-122.3365,2026-02-24,193619,2026-02-24 01:41:30 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA20-22 003,440 Terry Ave N,"P2, Next to entrance gates. Entrance from Republican Street.",Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.623014,-122.336611,2026-02-24,193620,2026-02-24 01:41:30 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SEA27 28 SEA27-28 P4 001,345 Boren Ave N,"P4 level, next to passenger elevators. Garage entrance from Harrison street.",Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.621746,-122.336402,2026-02-24,193621,2026-02-24 01:41:35 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMZ SEA27-28 P4 002,345 Boren Ave N,"P4 level, next to passenger elevators. Garage entrance from Harrison street.",Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.621821,-122.33637,2026-02-24,193622,2026-02-24 01:41:35 UTC,,,,2021-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
